uf,cargo,turno,instituto_bruto,campo_inicio,campo_fim,amostra,margem_erro,cenario,candidato,partido,percentual,outros,indecisos,secao,tabela,ordem_col,pagina,revid
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,3,Benedita da Silva,PT,11.0,15.0,60.0,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,3,Marcelo Crivella,Republicanos,8.0,15.0,60.0,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Quaest,2026-04-21,2026-04-25,1200,3.0,3,Márcio Canella,União,6.0,15.0,60.0,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-03-29,2026-04-04,2030,2.5,1,Cláudio Castro,PL,47.1,32.5,,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-03-29,2026-04-04,2030,2.5,1,Benedita da Silva,PT,54.2,32.5,,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-03-29,2026-04-04,2030,2.5,1,Marcelo Crivella,Republicanos,21.2,32.5,,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-03-29,2026-04-04,2030,2.5,1,Rodrigo Pimentel,Sem partido,19.3,32.5,,Senador > 2026 > Janeiro - Maio,7,9,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-03-29,2026-04-04,2030,2.5,1,Márcio Canella,União,18.4,32.5,,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Veritá,2026-03-29,2026-04-04,2030,2.5,1,Pedro Paulo,PSD,7.3,32.5,,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,1,Cláudio Castro,PL,23.0,,25.0,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,1,Benedita da Silva,PT,12.0,,25.0,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,1,Marcelo Crivella,Republicanos,15.0,,25.0,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,1,Rodrigo Pimentel,Sem partido,12.0,,25.0,Senador > 2026 > Janeiro - Maio,7,9,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,1,Márcio Canella,União,7.0,,25.0,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,1,Otoni de Paula,PRTB,6.0,,25.0,Senador > 2026 > Janeiro - Maio,7,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,2,Cláudio Castro,PL,24.0,,27.0,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,2,Benedita da Silva,PT,12.0,,27.0,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,2,Rodrigo Pimentel,Sem partido,14.0,,27.0,Senador > 2026 > Janeiro - Maio,7,9,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,2,Márcio Canella,União,7.0,,27.0,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,2,Otoni de Paula,PRTB,6.0,,27.0,Senador > 2026 > Janeiro - Maio,7,11,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Real Time Big Data,2026-03-09,2026-03-10,2000,2.0,2,Pedro Paulo,PSD,10.0,,27.0,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Gerp,2026-03-02,2026-03-06,1200,2.89,1,Cláudio Castro,PL,33.0,,47.0,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Gerp,2026-03-02,2026-03-06,1200,2.89,1,Benedita da Silva,PT,27.0,,47.0,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Gerp,2026-03-02,2026-03-06,1200,2.89,1,Marcelo Crivella,Republicanos,19.0,,47.0,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Gerp,2026-03-02,2026-03-06,1200,2.89,1,Rodrigo Pimentel,Sem partido,12.0,,47.0,Senador > 2026 > Janeiro - Maio,7,9,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Gerp,2026-03-02,2026-03-06,1200,2.89,1,Márcio Canella,União,10.0,,47.0,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Gerp,2026-03-02,2026-03-06,1200,2.89,1,Pedro Paulo,PSD,7.0,,47.0,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Gerp,2026-03-02,2026-03-06,1200,2.89,1,Alessandro Molon,PSB,14.0,,47.0,Senador > 2026 > Janeiro - Maio,7,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Gerp,2026-03-02,2026-03-06,1200,2.89,1,Clarissa Garotinho,Republicanos,10.0,,47.0,Senador > 2026 > Janeiro - Maio,7,14,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,Gerp,2026-03-02,2026-03-06,1200,2.89,1,Washington Reis,MDB,10.0,,47.0,Senador > 2026 > Janeiro - Maio,7,15,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,1,Cláudio Castro,PL,41.2,28.0,51.2,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,1,Benedita da Silva,PT,23.9,28.0,51.2,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,1,Marcelo Crivella,Republicanos,23.6,28.0,51.2,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,1,Márcio Canella,União,15.1,28.0,51.2,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,1,Pedro Paulo,PSD,5.3,28.0,51.2,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,1,Alessandro Molon,PSB,9.9,28.0,51.2,Senador > 2026 > Janeiro - Maio,7,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,2,Cláudio Castro,PL,51.4,8.1,65.6,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,2,Benedita da Silva,PT,35.8,8.1,65.6,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,2,Pedro Paulo,PSD,17.9,8.1,65.6,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,2,Alessandro Molon,PSB,21.3,8.1,65.6,Senador > 2026 > Janeiro - Maio,7,13,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,3,Cláudio Castro,PL,45.3,,61.7,Senador > 2026 > Janeiro - Maio,7,5,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,3,Benedita da Silva,PT,33.1,,61.7,Senador > 2026 > Janeiro - Maio,7,7,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,3,Marcelo Crivella,Republicanos,23.2,,61.7,Senador > 2026 > Janeiro - Maio,7,8,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,3,Márcio Canella,União,18.7,,61.7,Senador > 2026 > Janeiro - Maio,7,10,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
RJ,senador,1,100% Cidades/Futura,2026-01-29,2026-02-02,1000,3.1,3,Pedro Paulo,PSD,17.9,,61.7,Senador > 2026 > Janeiro - Maio,7,12,Pesquisas eleitorais para a eleição estadual de 2026 no Rio de Janeiro,72883627
GO,governador,1,Real Time Big Data,2026-08-24,2026-08-27,1600,2.0,1,Daniel Vilela,MDB,46.0,0.0,10.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-08-24,2026-08-27,1600,2.0,1,Marconi Perillo,PSDB,22.0,0.0,10.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-08-24,2026-08-27,1600,2.0,1,Wilder Morais,PL,17.0,0.0,10.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-08-24,2026-08-27,1600,2.0,1,Luis Cesar Bueno,PT,6.0,0.0,10.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Genial/Quaest,2026-08-23,2026-08-26,804,3.0,1,Daniel Vilela,MDB,37.0,0.0,27.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Genial/Quaest,2026-08-23,2026-08-26,804,3.0,1,Marconi Perillo,PSDB,20.0,0.0,27.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Genial/Quaest,2026-08-23,2026-08-26,804,3.0,1,Wilder Morais,PL,12.0,0.0,27.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Genial/Quaest,2026-08-23,2026-08-26,804,3.0,1,Luis Cesar Bueno,PT,4.0,0.0,27.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Veritá,2026-08-19,2026-08-23,1600,2.0,1,Daniel Vilela,MDB,34.5,2.6,12.6,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Veritá,2026-08-19,2026-08-23,1600,2.0,1,Marconi Perillo,PSDB,18.6,2.6,12.6,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Veritá,2026-08-19,2026-08-23,1600,2.0,1,Wilder Morais,PL,23.3,2.6,12.6,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Veritá,2026-08-19,2026-08-23,1600,2.0,1,Luis Cesar Bueno,PT,8.4,2.6,12.6,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Brasmarket/Jovem Pan News,2026-08-20,2026-08-21,1200,2.8,1,Daniel Vilela,MDB,44.2,2.5,14.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Brasmarket/Jovem Pan News,2026-08-20,2026-08-21,1200,2.8,1,Marconi Perillo,PSDB,23.8,2.5,14.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Brasmarket/Jovem Pan News,2026-08-20,2026-08-21,1200,2.8,1,Wilder Morais,PL,13.5,2.5,14.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Brasmarket/Jovem Pan News,2026-08-20,2026-08-21,1200,2.8,1,Luis Cesar Bueno,PT,2.0,2.5,14.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Paraná Pesquisas,2026-08-14,2026-08-17,1240,2.8,1,Daniel Vilela,MDB,45.8,2.1,11.7,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Paraná Pesquisas,2026-08-14,2026-08-17,1240,2.8,1,Marconi Perillo,PSDB,24.9,2.1,11.7,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Paraná Pesquisas,2026-08-14,2026-08-17,1240,2.8,1,Wilder Morais,PL,13.2,2.1,11.7,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Paraná Pesquisas,2026-08-14,2026-08-17,1240,2.8,1,Luis Cesar Bueno,PT,2.3,2.1,11.7,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Exata GO,2026-08-10,2026-08-15,3200,1.7,1,Daniel Vilela,MDB,27.75,,19.47,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Exata GO,2026-08-10,2026-08-15,3200,1.7,1,Marconi Perillo,PSDB,36.78,,19.47,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Exata GO,2026-08-10,2026-08-15,3200,1.7,1,Wilder Morais,PL,11.66,,19.47,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Exata GO,2026-08-10,2026-08-15,3200,1.7,1,Luis Cesar Bueno,PT,4.34,,19.47,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Goiás Pesquisas/Mais Goiás,2026-08-10,2026-08-12,1150,2.89,1,Daniel Vilela,MDB,37.2,1.8,14.3,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Goiás Pesquisas/Mais Goiás,2026-08-10,2026-08-12,1150,2.89,1,Marconi Perillo,PSDB,18.8,1.8,14.3,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Goiás Pesquisas/Mais Goiás,2026-08-10,2026-08-12,1150,2.89,1,Wilder Morais,PL,18.9,1.8,14.3,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Goiás Pesquisas/Mais Goiás,2026-08-10,2026-08-12,1150,2.89,1,Luis Cesar Bueno,PT,9.0,1.8,14.3,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Directa,2026-07-28,2026-07-31,2000,2.19,1,Daniel Vilela,MDB,45.8,0.5,12.4,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Directa,2026-07-28,2026-07-31,2000,2.19,1,Marconi Perillo,PSDB,24.5,0.5,12.4,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Directa,2026-07-28,2026-07-31,2000,2.19,1,Wilder Morais,PL,13.1,0.5,12.4,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Directa,2026-07-28,2026-07-31,2000,2.19,1,Luis Cesar Bueno,PT,2.9,0.5,12.4,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Quaest,2026-07-24,2026-07-28,1104,3.0,1,Daniel Vilela,MDB,37.0,1.0,27.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Quaest,2026-07-24,2026-07-28,1104,3.0,1,Marconi Perillo,PSDB,21.0,1.0,27.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Quaest,2026-07-24,2026-07-28,1104,3.0,1,Wilder Morais,PL,11.0,1.0,27.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Quaest,2026-07-24,2026-07-28,1104,3.0,1,Luis Cesar Bueno,PT,3.0,1.0,27.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Veritá,2026-07-12,2026-07-16,1525,2.5,1,Daniel Vilela,MDB,34.8,1.7,14.6,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Veritá,2026-07-12,2026-07-16,1525,2.5,1,Marconi Perillo,PSDB,14.5,1.7,14.6,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Veritá,2026-07-12,2026-07-16,1525,2.5,1,Wilder Morais,PL,25.3,1.7,14.6,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Veritá,2026-07-12,2026-07-16,1525,2.5,1,Luis Cesar Bueno,PT,9.0,1.7,14.6,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-07-07,2026-07-08,1600,2.0,1,Daniel Vilela,MDB,43.0,2.0,8.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-07-07,2026-07-08,1600,2.0,1,Marconi Perillo,PSDB,26.0,2.0,8.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-07-07,2026-07-08,1600,2.0,1,Wilder Morais,PL,16.0,2.0,8.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-07-07,2026-07-08,1600,2.0,1,Luis Cesar Bueno,PT,5.0,2.0,8.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-07-07,2026-07-08,1600,2.0,2,Daniel Vilela,MDB,43.0,5.0,8.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-07-07,2026-07-08,1600,2.0,2,Marconi Perillo,PSDB,24.0,5.0,8.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-07-07,2026-07-08,1600,2.0,2,Wilder Morais,PL,16.0,5.0,8.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Real Time Big Data,2026-07-07,2026-07-08,1600,2.0,2,Luis Cesar Bueno,PT,4.0,5.0,8.0,Primeiro turno (governador) > 2026 > Junho – Outubro,1,8,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Paraná Pesquisas,2026-07-03,2026-07-05,1300,2.8,1,Daniel Vilela,MDB,44.4,1.1,14.3,Primeiro turno (governador) > 2026 > Junho – Outubro,1,5,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Paraná Pesquisas,2026-07-03,2026-07-05,1300,2.8,1,Marconi Perillo,PSDB,25.4,1.1,14.3,Primeiro turno (governador) > 2026 > Junho – Outubro,1,6,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
GO,governador,1,Paraná Pesquisas,2026-07-03,2026-07-05,1300,2.8,1,Wilder Morais,PL,11.5,1.1,14.3,Primeiro turno (governador) > 2026 > Junho – Outubro,1,7,Pesquisas eleitorais para a eleição estadual de 2026 em Goiás,72908121
